filename,length,feature_length
-w0ZngFkQrs,60,235
-3-4qmWSJXU,44,173
7hspZOznOIM,60,236
Gk3uD3mWva8,33,127
0yU3cvCEX9E,48,189
5-F51N8NHso,56,220
644TTouN1IM,59,231
2kMPSBp6HQo,55,217
798eNj0s0Ls,23,88
5Exe5MqIcio,29,113
05EraRyIIKQ,26,100
A6T7Pu4pL1M,51,201
Pc-XnRIIgqE,42,163
ZoTCCTw105s,47,185
4GceL-ywlGs,60,237
JAV3Pf4ut8Y,43,169
L-syzwlD05s,23,87
uiJLBOLQYxs,37,145
m8GODjhPOpQ,41,161
-XnKmrJARpU,41,161
46CsEO9UMrY,42,165
GEwEOl3uxC4,44,173
4W-pEqrHcGY,52,205
1LQBKRQtQHg,16,60
5yMvxKLDku0,36,141
FaMX37jegRQ,58,229
6oXaqCm2d0c,46,181
7JQAf8okneU,46,181
0He01mhNC_4,60,237
5s-JIxdMvB0,47,185
4GclkzsR830,45,177
8-Sh3oJJIGA,41,161
BuIMVqz85uk,60,237
5oNtj6wW6-A,46,181
U-Qe9aNkrdE,38,149
TKZIwdxeQIQ,47,185
HhJNtJYbWkk,43,169
AedlWfHafgw,30,117
10s8Y6nK_6M,18,68
04YSNvLgZU8,30,117
1DGgC1sclpY,39,153
wsffEFutYQw,47,185
1xcDoDIrFj0,32,126
5lTa_i1NCDw,33,130
7iwFVtjMvqk,26,101
2u9tk_L7ZZU,39,153
6boVy5aF4kg,42,165
Eso-mg6wC-Y,38,149
6tIrKWJt6OE,43,169
1ektGLLDaaE,41,161
9jrTswHdg4I,38,149
-nvNCdEK1vQ,47,185
03y3RgMybY8,42,165
YwoYv1REVss,36,141
lRyNx9_7NIM,48,189
-hJz7bcpY4g,34,133
60abvB_lVXQ,23,88
ERxSZJ2rYXY,44,171
-K1BRF6qng8,60,237
CvBWR6x9irE,45,177
3umPqOkFiww,47,185
-kTClnq8gL0,48,189
-KECxvZZHYg,49,193
x2ztI3YNu9o,36,141
7oHaG3Ez5-4,47,185
1mEYMdHfCyc,40,157
D7szWUIEgmc,44,172
Cyk7utV_D2I,54,213
-s2G3Kto0Gw,50,197
2LBBaD1aQuw,60,237
5cQiMAvfRQI,52,205
3eOLvk6arU8,49,191
-7iI6_7PSDA,43,169
1_uOIG6pwc0,37,145
cPgO0qGByu0,37,145
NayBcXgwQS4,54,213
0TTAsOj8Mas,41,161
2qAlWm3NES8,40,157
eJwNvNpCMN4,44,173
35iGp2g_U6A,59,233
a02EQgiGng4,42,165
3jwG8O2VQao,25,97
3JRrTwv3Qbg,47,185
C2rJ-VJLcdk,36,141
5CGrTHHc2ns,44,173
CWVvrSKZd1U,47,185
5Uodeo_Ln84,36,141
0Es7Gqf1aqc,30,116
5VTJP6_RLW0,44,173
B-Q3LzbdsCE,15,57
-t3bFrIjRDo,50,197
2X1eX5WsqTo,45,175
0UMD_hIj_WA,41,161
EKiW6ZKqaBs,28,109
ILKdRNizGCs,48,189
5UrZs3LyPrU,42,165
4NKZsIkz7Nc,45,177
9KZTNW5s1N4,11,39
-c-jsQoG4Aw,47,185
MCkeg99jQZQ,40,156
0XFFOBzJ3aw,40,157
2A8w3HDOGPQ,51,201
0lnrlZAFYk8,43,169
0XbqYXFS3I0,43,169
Bd0oLUOOhlw,24,94
3mOVSNBWK44,44,173
8gF_GTn2lJk,36,141
08JeC0Vjd08,54,211
1DDz9s8d4YY,51,201
3wFAf6wVAVM,44,173
5cLz-tSr4c4,25,95
4MUBsl8XqIQ,49,193
0CQnnJq9xn0,44,173
145xmsgTDAo,41,159
3Z_Y9oR8TaU,39,153
13GgaCRbUOw,41,161
73XPzBu7DhE,28,108
JZXHW4Cu6Xg,15,58
Hiw32i6UO_8,42,165
9E7auxC37hY,22,84
4sJFrYzql_4,46,181
07i8GPxgijM,50,197
-wvdBDsvSmc,55,217
-0YaPPvFmC8,48,189
2-xhTucK3cI,18,69
46LhKHCmFxA,55,217
jin4FoKXn1o,49,193
8Zhiz_YKwqs,47,185
4YFM8Q_CNSY,40,157
EfN8PDNfDNg,53,209
BBV6jCsOLOM,40,157
o3qLyDuP37w,35,137
-judncvKimM,20,78
2waSY9SJ53c,53,209
7J7uU7kl_ig,44,173
2J2rg_6d4xI,41,161
9DtYImZlNXY,41,161
-4kV3ulsTJc,45,177
1U0RE4t9w3Y,46,181
7vpH93q9St4,51,203
3-kd2gz3b04,43,169
3br-2HB2rh0,50,197
06xxz1cF2WA,53,209
4x2OdlSk5Ms,48,189
E3pv2mAbQ7M,46,181
tdg1BUzQ8Ps,12,45
2r-ivyuxOnI,54,213
27hWTLzVf3U,38,149
XC-QWABOjcg,26,101
2p8Z_JDIvuw,57,222
0Tb3_g47768,37,145
HPfBYRU8tVM,48,189
m0kxHYaGpL8,33,129
1YBcZgH5TUE,23,90
26B0Qq6eBiw,39,153
0mE_QHX53WY,40,156
4wBHzkmCBkc,46,181
-tQU8BGtDck,23,89
01Jxsfxi1r4,49,193
44LCU509K5E,48,189
6oqc5k2uwNk,36,141
Hp-9hVWWpIw,37,145
LhRNnXaSsCk,43,169
DT1WrAVRtX8,45,177
3Rl4QZQBK8g,30,117
-aVWxd6fwWo,51,201
3MWPaDqDI2Q,36,142
-stuXrqEECY,37,145
4m517eFnzuo,52,205
2vHV8PyGizg,48,189
-32R7lVBhoI,43,169
zzbTaK7CXJY,58,229
3p0EJX_ALfs,43,169
86XtLYXaAEQ,30,116
I4AsMxE3tFA,41,161
1Uwm_DuNVu4,31,121
8oEdgb8iXYA,10,38
0PZQL-Msz0s,39,153
5yPuU1le594,47,185
1mDVoszehUo,41,161
0-zs3dCBvDE,34,132
1fAAnaWRLtc,48,189
INCP-fQ1HDQ,18,70
Kt3KMQU1hJQ,52,205
IZ2hLZCF5dw,15,58
9glrnJjUAx4,28,109
-0WfESRV74k,50,197
0HXYdGGKV2k,38,149
-r-lijxXqkk,38,149
10khlGmxNsE,48,189
1aLHzcnrdxc,54,213
4JtepugY77I,13,48
-i24pBnZUTU,53,209
HMnF8n9c5-Y,33,129
EaxM8o_64fQ,33,130
25P7qZO7D5E,49,193
2iY1K2XCfiI,41,161
LcFXCaPmvbU,50,197
5w6-TWB_DHs,47,186
nErtuhFMtNc,37,145
KZFD1lRFNaw,50,197
-2McrNUTKQQ,60,237
_K1kuSGS78w,12,44
NRI7lAJeVHs,44,171
LX45Unyyosw,16,60
6PPu1C_00po,60,237
2eAheUWCOjU,13,48
46Am6Pl7y3s,40,157
4xkbCuIypnk,44,173
-cKbOLMm0yo,21,79
B9wRwZkoFvY,46,181
k8nX_e6MK9w,42,165
AqwQzr_B_w8,42,165
11sEP1xzI-U,37,145
-N58QdH80nk,42,165
02tQ5sCp3sY,37,145
24NvKl_DaM8,57,225
0izT2gPbsok,48,189
1UMV0lTH9UM,34,131
2JJRFB8W1CM,28,109
0F0lo2ICjVg,51,201
CiZFzKbtBE4,47,185
rjGjz5DolWA,50,195
40c76Dkbzbc,43,169
1KpvQAM14Ic,37,145
Llsf3bV2ls0,30,116
6e5o0lzKfas,54,213
1VQZAJgvzWI,41,161
42jsKgdY4G0,49,193
-AoYJNdcBZg,31,121
-WcjGzWVqNU,12,44
dah6YNw3Tsw,40,157
9zz6uRUO5b0,37,144
Do1hG2Gl1w0,39,153
SrYqJlCuppA,13,50
-E-5957s3RU,51,201
MJwSw-tc_t4,34,133
86HUZpY9JHU,27,105
8zldVGDZgCw,44,173
3HFoifhTsqA,49,193
lKWERZ4Tq2A,41,161
7QNqmApWIjA,30,117
28StN9ykZ68,37,145
eq2XqmviZD4,16,61
04vdECGx-8k,48,189
jAXka8pSqRw,44,173
v9A68q_iQqo,29,112
0F5JA8jDCw4,46,181
7Gmz7Frx2Eo,38,147
2DXXAvNbm3k,42,165
33zYhd6b12A,24,94
3JNU46RBxag,30,117
-ADdYJy-jJE,44,173
L3wQvwenLlA,25,97
-NA-UnuK1OY,42,165
kttVCbTrDLw,45,177
2cVk2TTqH0U,44,173
3Y_gRba0sic,46,181
4-_AWdbZnzE,48,189
1oNdZdDtnxQ,33,127
58g4nIgax7w,45,177
7aK6W8-Rt38,45,177
10yXy1PeMp8,24,93
4HFaGTxgh14,44,173
C9qoQVLEP0g,38,149
2VnBVi_9ErU,32,123
7U5V5Teqo8Q,10,38
6eU6CpRWu-o,59,233
1M5Awvlg5b8,53,209
4_orQ95QFl0,29,114
-xG7cTGGyZc,55,217
-CxXxHczP_c,47,185
vh8Uh1zTLQw,43,169
4-AI7RRmPLQ,34,133
3AnX4S2U_z8,45,177
0ci6Xyw7f1w,30,117
2pJRXZQzseQ,48,189
-u8XTnRF0pE,32,124
-RNbb1ZTu8Y,48,189
17hNGTxg6pU,47,185
eV5JX81GzqA,32,125
GtZEBM9fBts,16,60
__2MwJ2uHu0,50,197
-UovWhSY-EQ,54,214
P02Zdk3amjk,47,185
-HDFlW6kofA,41,159
6WtAwGpOrdo,47,184
BHGB73ilrCc,40,157
2VG7r4RXuEo,48,189
5XkjeP31RTg,45,177
6m-gktym3IE,45,177
6dWmAx69Abo,42,164
LUfzlkl-Dac,21,82
5xwG0JrH2oU,25,96
27FwPto59h4,47,185
ck5S__5JJvE,18,69
8NuBPgR4bHI,50,197
QejVyYvjrrs,54,211
19_c58yNYVw,39,153
LiHQ6oUWCNM,47,185
2lIszX4ZAfY,50,197
3-dHPcYckl4,13,50
WkavReH4LE0,32,125
ePaVMB0SH4Q,45,177
7Y2Br7yanLk,40,157
CIiA39U8UTw,34,133
rmyjT-6mWwk,47,185
KQdTp3XploQ,33,129
232P4W-sWpU,46,182
3gjF-cVb_m4,46,181
BHf4pvm-gGM,42,165
4IXh4lRq_Hs,47,185
BQPk4cmN__4,44,173
hGMrZZaTRSE,46,181
36F69qWHcqI,44,173
0_X7kCoZYd4,32,126
-XRiLbb3Syo,11,41
72ZafdRaKCE,51,201
-NpIi1FoTXo,60,236
1RfD_izFUiI,43,169
9wUl5xHWcfc,52,203
7mPAAZP8SIk,34,131
0TFQvfuNCVs,10,37
BDRbRjjMLDw,34,132
8WyyazzxBQo,25,95
4iWXpUNpXtw,42,165
3v0Yt6xC5og,33,129
0h_OK8EZHnA,37,145
65WklEXteVE,38,149
BINanfoPH2o,55,215
-AltV1ftMk8,31,121
HTUXByy6Ezc,44,173
8AzV_Sz-oYw,39,153
_HEzeeRT5_0,47,185
JIMJ7ewIoPA,47,185
BdjB0yo-9x0,47,185
-bB59wUE6EU,37,145
-vSNKf_nTJE,41,160
06JrdSXJEkI,38,149
DNDz_sjBBY0,43,169
7CpJqErX27w,46,181
8CrTpWNBiTo,44,173
4SQ-JmWEho8,48,189
1OYjfe7l9QE,38,149
0-jDld11jhw,49,193
-mn1193jkjY,32,125
17CpJxlwzNg,43,169
1YzJnyM15UM,46,182
3TPJGhyqRjg,39,153
DTVyQel5xfI,42,165
fo-Df3ITVh0,47,184
pMIMLbKt5fM,27,105
cRlp5v9BHeE,21,79
84A2pesvtjY,42,165
3C0KtiHfBgE,38,149
2Lb6weWw8zI,48,189
-ytslDlizEc,47,185
JCWD74XtkJc,44,173
-oI3MveSE_w,60,237
eSOT5an0BsU,55,216
3se55vnrD0A,34,132
-Tch5am2RTY,55,217
8IBC0OUjLb0,40,157
Z2jt6sE1wjw,15,55
5eOhd6g0Kxw,58,229
C6qh5rytigM,41,161
-6PJbEt7NKg,42,165
FIKZ47cKwck,57,224
3nr2D8MOvuE,48,189
nXtEwct1VUE,47,186
ebRLSVHIGEE,46,180
0EVUg5fJgps,60,237
8bnsGRX_jH4,42,165
4VFIUWyw1j8,29,112
2at_rdtSoH8,46,181
6HBz0_dKnJQ,39,153
3d5tPNd4Olk,40,157
2AjvzWFxQLg,44,173
36yvY7tUqIY,48,189
-oIJ4vrZTUA,42,165
5myLGolqMm0,55,217
CocisZxgkVU,47,185
4sZsjCkAxYY,41,161
eWGGj4duzIo,60,237
1eQE_zbuuFA,39,153
OgNQNXyRdkw,45,177
3R9OGsJWYiM,43,167
-b5AbCknZrs,39,153
ADtA2TMXVvo,41,161
-QJCOlcr9eA,49,193
165ompt6e94,41,161
-VudsuhSnX4,37,145
-JrBAJFx_eo,42,165
5vw_oc4x3NU,41,159
RgnrNhKPGmo,48,189
-pbxZsS46l0,45,177
-3iQfkOVi8g,42,165
0dGCQGtS6aE,40,157
2uGhMcvJOLA,45,177
97tUVSsBFuU,49,193
HKt34k7B7BA,37,145
3hztvJYikQY,41,161
12x4YUqjIjU,60,237
3D64AmSIdnM,35,137
4GPDqOodSUU,48,189
ASwpnZmUtL4,52,203
dt7MmOz6AgE,44,173
4Ko2TdqMgks,43,169
14jAozNsNsc,10,37
CsvtHy2q2Og,42,165
54MkoyLle2Q,42,165
-kr2fAuZB6A,43,168
4zpPRTFxdyM,45,177
0yQFLuXBbTo,48,189
D4uV57RSX_4,36,141
0PdZjLBCoh4,47,185
5EenVClRRKU,44,173
5Sv5WkZcaTs,49,193
tXDtxe4ugzQ,51,201
HhK3H03kEAs,43,169
0TVs4v3l0ns,47,185
3ACjUf9QpAQ,50,197
0SC_QHdJo_0,22,83
i1sPuDZLhwo,23,87
DhxWWDGdF8I,32,124
-c-T5B20I3U,51,201
8OGU2iV-K9s,16,59
rLa17dibI70,49,193
PpK09wcJWVE,56,221
rbNr-0MbOSE,45,177
5fKWiCTFZgk,60,237
72RI4phr0F8,60,237
3-aPBtglrJ0,47,185
1DUjfw2-hzE,48,187
2sKmLLGGuVw,26,101
UyCw7pCgYg8,43,169
2mxXxI97EDk,52,205
323uKBR-l4o,40,157
3ZcrkmbHrPo,48,189
BBfh0v1KH2Y,48,189
O4XYhK_tQnk,46,181
-luxLCoCpag,60,237
68W7LCScWUQ,35,138
8ggxlb1rYz4,48,189
i9i-MjxVOnY,41,161
EgQr81c2nKE,54,212
A1qKwuz07ss,40,157
-4ELUORuKtk,46,181
aRbesDf7X2Q,55,217
7lTxJy-TVZU,42,164
9RUUoJLGil8,42,165
29jZqBJOIZs,59,231
A1qnBfnXb0s,58,228
0dwUaqcma80,45,177
lNpyUGhdNI0,10,37
3Uobw6f6SnI,41,161
0LRrqxDqL6s,51,201
75pQpF55a1w,28,109
qV-1zIzfDS4,42,165
0UdBLXO6hos,39,153
IKkkix_DHVE,55,217
1RNq7dbRpWU,25,98
moZ49NEGqfk,51,201
6Fh2Ducw-NI,37,145
4V8ndetGMCA,44,173
0If7Y5Ipc3o,38,147
NwGcF_Ud-ig,45,177
Dfs090CuKNM,44,173
EXsuEmGq9TY,44,173
QB1jroqGo6U,46,181
2MjwPZhx8rI,43,169
Dn5UvPhz_BA,57,223
4gVQSm2dMt4,58,229
7M1kEj6HebM,42,165
3JoQa7hanYw,39,153
2o-kTkbWjQY,44,173
0sIYpf3_JWQ,46,181
3Pfu7BPWvL8,48,189
7WSH77zPigA,53,209
eOwKvuuMl74,50,197
4_XqzwVds1w,32,123
0N6S5OoG7Vg,49,193
A42nWoJl4bI,44,173
V1M3HiUz0ZQ,60,236
vUn1NaMwqjg,36,141
5CRiiqXAJmM,31,120
-eU5l9eIJnU,26,99
2ndwZG2uok0,33,129
v6XMaUzmGBg,40,157
ff68_2YIAvE,52,205
C8iDQnKWLkw,42,164
-kqLcm1nTwY,47,185
0P4qmjqBg28,52,205
68T7Pm5Sx1U,49,193
8401jb_h2sk,51,201
ReapbTRiv4w,12,46
5fXJCIGhwIc,54,213
bd4H-XjFNiM,47,185
0dh-PjhhN9U,47,185
-ZpfXjmTrI8,60,237
5cLR4azz7Q0,27,104
3vDDWN5GKAA,56,221
8Es3RelzBjA,46,181
PSuJpX1NAZI,39,153
assj01YCKFI,49,193
4O0eZ-nquKU,20,76
1rTzmUaXbzA,21,82
0Cl-hSMESWU,40,157
-e5OLAVke2s,53,207
1tgQbwMjX_o,38,148
2eN39YWP7Sk,50,197
2qsYvMVuz3o,41,161
uVlO-iMDoNQ,40,157
q1gQRZ3Hi1I,48,189
3eNOYQj2zKQ,12,45
hyidQfzCngo,51,201
5ti4Y_P7E4U,59,231
-L2ku2l9i5M,32,123
2KxW-XXQWdI,49,193
s4BRktytaS4,53,209
KcjSOd4R7VY,30,117
-OBtV-0Pvfw,48,189
5xoHpWLcilU,39,154
32_g6kD2EtE,47,185
-TFcw00SlLo,44,173
WWYL69SENIE,12,44
ChTEQTFnpec,39,153
58z9Mk7XNEE,49,193
4qHBpboCSQY,40,157
gNywrPYiLCM,45,176
-eqkzAKGBZg,39,153
V2_U4WLNC9c,38,149
-BUtBQDWd-o,54,213
6I30AAgdHL0,43,169
AbBRR73SRSM,46,181
0bj1ynHjnR8,36,139
1GQ3XQ-cacQ,60,237
0vHTUkZJeDQ,42,165
7wmONBGzlKs,58,228
3rns4DQHEn4,40,157
26NMxiuj4Hc,45,178
6YS1f8iGaj0,42,165
5UIeYm9xJ-E,26,100
6IPmRw72aR8,51,201
5mKfMbsjeAs,42,165
MQcJWqlpiFo,48,189
4uLtndu3Uc4,45,177
YnhHWJUvinE,46,181
8N58Py5K2ew,38,149
0XpOd-sy594,50,195
-AEZuuoyJug,51,201
21lP8DM45QQ,51,199
3DBebXDpCus,55,216
28urcBDSIjc,49,193
00pOYhQi0JY,43,169
Ii5W65uAeF0,39,153
2Gh5s7IYzEs,29,114
748OX0m9Vh0,51,201
09wYHMyHW_k,42,165
IGikBxNZsf0,52,205
b2yU1j1P7n4,56,220
7QQ4IP5Qy-c,46,179
36wNg9UpZuU,32,123
3c6cDLE29C0,49,193
K1mSyipUj38,46,181
uxy0ovI6cNU,49,193
1DKds_ZQnzM,48,189
4fbUxBr2A-o,42,165
1QSd_2Trxig,39,153
7gr6ZOKZwuQ,32,126
0xiWpcy2dHI,56,221
6Z1hiWQnDiM,34,133
-DVM0BK_h5A,50,197
3GGXEDql5zY,44,173
8uQh3kXo2dM,44,173
5C89eGAf9eE,31,120
3l05t_jAc0A,28,108
4i-4ftqMeo0,16,62
1fBKftEVXRA,47,185
315VDFrYSZs,39,153
-HcXpijfhKk,46,181
6o0mZVMfKss,45,177
5u_rRh3F528,34,133
1DwYJUNWdbo,46,181
0-wCkKWGpSE,45,177
2nYOk_XoDm4,50,197
1zYsKe5HhsQ,31,119
0vCRQ9YP8zs,39,153
0TqJun9TEbg,38,149
24D0hdwUWQc,43,169
wgdRva2zlG4,53,209
_zMzODntmas,22,83
0dbb7RX2K60,52,205
ZFs03gCSB_g,47,185
0ZUra2TsTPk,52,206
697y9q8LPMY,30,118
Sem8fMv0bKQ,41,161
-3MNphBfq_0,44,173
52933ufeP_4,43,168
FAcA4CyL90s,37,145
20SQ6TwjChc,18,67
4z8HTrCvEsc,35,135
14RH-dyhSkU,52,203
0br6V73Zr8c,60,237
3SfSQ3lQmJw,46,181
4-b0IdcVTqw,54,213
5SVpG8o3sQU,41,161
W7KbboEOmeM,49,193
NYXNWAkN5ug,43,169
6ZiFd6_GLlk,29,114
BpzAsX9y43k,41,159
P4x12uMeVVc,42,165
0HocaaJEl9o,46,181
-BtHxM5Uvig,32,123
1lFcPooQI8A,40,157
74LHxIwDM2E,50,198
4CVPZN0FNGo,34,133
EyEVKlDZtrw,41,161
7XJWQbBWmQg,11,40
2UF5AB8PqQw,45,177
91NkSJ9xG_g,15,56
A3h2kPKC_Ys,42,165
15hiayVLYkU,43,170
c4oagWg6CWI,42,165
1pEb4COXx48,48,189
EK3aznI5Ago,58,230
-pUgeKlzeo8,53,209
4AXCW_lKY2k,49,191
3T4D_CQRNyM,47,185
1pnrAM_i200,55,217
3JNNjd9fv7U,44,173
2VGc4kXn-XI,47,185
-klXBZvskWQ,11,40
1WWPdIr91b8,46,182
-Clj-vNybJs,45,177
82ic2Xisrqg,40,157
0H5PL5zNHmo,40,157
5ZLtJqUI4-g,45,177
-spqqACI6UQ,43,169
LAeWwMC2EaI,43,169
4Yzf3MJy5FQ,48,189
4dhVR16Sm64,56,222
75NeemE8adw,53,209
zdtVT2xwrHU,44,173
3FjVt48RnJ4,51,201
0MuM1Nch4xY,40,157
4IudCgEvbTk,23,87
M-bmsXbJBdw,44,173
9QwaP-cvdeU,42,165
1Thqsodw3zI,35,137
03nufAWeM4A,56,221
Qy5yMmTOUjY,26,99
-IsCA5lBN74,40,157
-JvWk-7okCI,60,237
9XxdLJCvRwI,15,56
SNbQWJoCvo8,56,221
yl5ar5m-rk4,51,201
-nJoxcmxz5g,45,177
28vXmuiUv94,40,157
9jcP7m6lFYI,42,165
-SgK-t40AoY,42,165
2QhE0GMctFE,49,193
-uSKedzGX_M,17,66
43ocVGKVOKA,30,118
3gs4tJkxo60,22,86
1OqxbyQG1GY,47,185
1WeD3graT0Q,41,161
7yXROxIZfeo,38,150
-JtKwDMvoIk,11,40
AU99_nPN-XU,36,141
1wtAP-U5_kQ,37,146
y9_9tveI1OY,48,189
88N23-hjddY,45,177
0owoOrZH2mI,38,148
TIL8jEw8pSc,41,161
6VuEruoChAU,51,201
G-lv4kPDwUI,49,193
0C-5reSgR2w,52,204
0dSZHs1srxM,44,173
RGOjpIPnVFo,41,161
7USy-jxSsUg,39,153
08gEwiRHk7I,42,165
Gev0hESx088,43,169
ALHOxHxV8Vs,13,47
1DBmI9YGqfQ,47,185
1JZBJXb_jzM,49,193
3UjvVNXo91s,44,173
ijTDR6YQ9V4,38,149
-Q1yBDm5xvc,33,128
Cqv1ZDkW7p0,49,192
5tIPMZJUNgo,46,180
-tYLYITWHEk,31,119
7PQW6zylw6I,38,149
f5nX-_w6z2o,49,193
AwNxh9Ogwck,46,181
COtxBtwFyeA,32,123
-ZwsK36BzcY,54,213
627AYcRYuq4,45,177
0i64ZMyyqUo,33,127
6rhJ9DfFBJs,46,181
4zfFeyQlU-w,45,177
1Hrschg83VQ,50,197
-91YNgiNXkA,40,156
mxJJB7Y__Ao,41,161
LCOEs2i3aPk,41,161
-71Sh7BGYu8,51,201
-tR54w2GEOk,45,177
y4T4YGZKamk,54,213
0kOQll62u5U,51,199
CYZ8TrVcthM,57,225
rJn8Ir3YN0g,45,177
ILBWV9AFKDU,44,173
Fhp161yYg74,38,149
QXnJ2manIdI,48,189
9rqXGBgjIjc,58,227
HLxIwN7KAks,46,181
0qcqPpmZ4js,43,169
62X8h0wi2ps,36,141
5UZTTkKxLc0,49,193
0RFa3yJRuDg,44,171
-D_UlvQUT9s,35,137
6YQAT8nKuME,47,185
D31J1VZXMZo,54,213
Ayr3X0IMj04,43,169
rTyQuGidCBU,41,161
-dsu8i70W7w,53,207
9TblnpvgZLI,49,193
7bW4XXPh0cc,51,201
6xJa32vSPhI,41,161
3o-PCZEuJIc,59,231
2MDjnJzuUaU,24,93
1g6sdWOc9k4,38,149
EPsc5jAGzdQ,59,232
1NPKK-cESck,50,197
0-At1siZSeU,44,173
5bs45lLARQo,39,153
0N6gnIMx31c,45,177
1Y4HWY6DHnU,30,115
53EMnzTjuBY,22,86
62py3LAungw,44,173
0awsWp6ZjH4,47,185
N3i32rhrX-s,25,96
5vVSqVJOqZs,52,206
DhXpK1d8Usg,30,115
0w7pCxwXzVc,47,185
4hFwm8IdhMM,36,142
Ad4MpwnZFdY,44,173
2iYWr8AVq88,45,177
AhEQGP_YPtE,48,189
1ACn3u5UnBw,58,229
-yOoQLNqLo4,47,185
1zhjUyj4avk,23,88
6BYlJtI3UVU,44,173
-MAMeEiIYOo,18,68
-E8XmCE3MWQ,60,237
0Cu33yBwAPg,34,133
BEHaVb_cz44,41,161
M23QcQjkzyQ,44,173
fbJxpi7W9ds,37,145
4B50xtVr8p8,33,129
-uvwqRm-SDA,44,173
--zLzL0sq3M,51,201
wqe7p4y85ls,43,169
-WNELSjjnJc,55,217
JcMSFU-Twgw,46,181
0rdTOvcO4dg,50,198
-oS19KshdlM,46,181
2syCCpacVu0,45,177
1LmbkyOpnEo,38,150
57SINRvDONM,46,181
4vO7r5CrjMk,38,149
2NyoFFQ3whs,30,116
OjCjv481r1Y,54,214
-jMGDLoDR48,50,195
2zdp2IkeD5o,46,181
YHsRnAyxghY,29,111
VyGYjbe6gJU,50,197
56eVenPo7mk,49,193
-PycfoL1-kA,36,141
4WYpjr7te9c,38,149
QbZlxKxp4Dw,11,40
--yJcmmwiMc,57,225
9m_N8G9gcDw,39,153
4Puq8KvOT4c,40,157
5csYYtS7Pck,44,173
06JrdfCNSso,13,50
wlybajwoWlY,40,155
0PxytBLZkZA,43,169
evqeNCR2fuw,32,126
39SFTb7Tl0k,47,185
1V-_jMSJR6A,34,133
1sXaIDCrktk,44,172
5fKs9LMWOjQ,11,40
10Vv0X2_n6Q,19,71
IA8tuc4ckQk,37,145
2Qs9JhRDE2o,21,80
43Okw77UNnY,42,163
1VPLhdQgQyE,12,44
ABSnDN-x45w,56,221
3499ujHv51E,47,185
ZMN2Bs_Cr1A,50,197
0U0eNtkoeW4,60,237
0KunQz2uzQ0,49,193
9eby2AryIXk,46,181
-aJ3yKqs-6Q,39,153
-FO_ycUHLa8,38,149
39i3rrx-vNE,44,173
1DFNOFVNs5g,37,146
51YuGoJmqDg,51,201
-WX0loEwkOQ,42,165
6-IYOaU_jew,52,205
-kIDLwKgUuM,60,237
LTO3mhVLS4g,39,153
qJT2h5uGAC0,44,173
rDb0xQ6m8Oc,25,98
5IkVErHkM8s,37,146
7-KZpSZVSJ4,41,161
0JD2gXm73Sg,46,181
0Bp8c3PfAAA,46,181
6CmqiGDOtmo,31,122
PtXXQg3DpcI,37,145
9FB5p9DERaU,30,117
7QDHCYk0M7s,43,169
2BhimXgNhCY,41,161
3Lt4cNc3row,38,149
-SIR0bMxpzE,25,95
BUD69mnnxvY,50,197
4sjNFkLqF9Q,47,185
1wxDPv-U7XI,43,169
7iPytsz_o4U,51,201
Jhk0I2wZelU,51,201
6w0A1-5O9bI,23,90
4RhYqmuq-k0,38,150
UOUJvfw0ykY,47,185
0vvOUfw6nhg,59,233
0mDXHwytqFk,53,207
8IK0jZICxQw,47,185
40AD_oH9eCU,30,117
2FebVhmmuZo,45,177
-LR6jZzVFHs,45,178
6vl7eSBL-ag,44,174
8NGryMkFJBw,42,165
4tNWjh4s2qQ,48,189
37YQUC1esI0,51,201
7O-gTg6USNA,44,173
OOuEMsqDCZ0,59,234
dL8HIuBPZV4,36,140
6flsoyOnwiw,44,173
5-Q4Hea7MQM,20,78
QS31Gm9tIig,18,67
4OcdWziDQdU,41,161
SObG51xihGc,43,169
54PhWYrDTgw,49,193
2NnGpOjmwGk,30,117
1JeG9jl6VzY,44,173
-1iK6drewCE,41,161
3ytxs7-pW1g,12,46
0jeLcHNUkDk,53,209
3pPSrdjQUO8,40,157
yiax9NZufow,40,157
3TB0dB1r59M,23,87
-IV_bcVQVSw,50,197
5RPDLz_RCbE,36,142
145N68nh4m0,45,177
Gl64LXryFS8,52,205
-QjYRWTAMhM,46,181
qVvAWkoLOz0,43,169
-d-T8Y9-TOg,26,101
IblhEF_MiH8,51,201
2o4-lEtFb2k,32,124
R6qqlyIDHfM,37,145
664vEY61jy0,30,115
AdApRVZ_4ck,45,177
7AMQWyBtKZI,42,163
CtID8dV7BDo,52,205
2TkdxEYOXok,44,173
uRpkjgpWS4Y,42,165
ABH4iCT5Iik,45,177
0gdMrriLgq8,41,161
-Jsy9Ol7wWY,42,165
QI9_LN_qaDo,18,67
89L3vV62UMo,46,180
00Ag326f4gs,46,179
Kl2Sgw2JS60,49,193
eS8Tf1hfwxk,49,193
-qkd62PtuiQ,32,126
0aD_Y0r9yzA,49,191
4SUPgmqKe1s,20,76
73CP5oEYaCw,44,173
epJtFMjV_FI,57,225
l7xsreSdKHE,59,234
89z_iP2SmOI,43,169
1YukDt0W1fc,41,161
3wsgjyRcjL4,41,161
Fz2IQpDClBY,22,85
2ISY5z0QQfc,52,205
3WA7VMa94Lw,42,165
7ybl_nFaDcU,28,110
